row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
108,4e1cb43cd33a7239f50f0fbb43c5b06e3506f6d7b6a942f0ae917d8cc4dae4c0,A 21-year old woman presents with left lower quadrant pain. A 7-cm firm adnexal mass is palpated. Ultrasound confirms a complex adnexal mass with solid components that appears to contain a tooth. What percentage of these tumours are bilateral?,Less than 1 %,2%-3%,50%,Greater than 75%.,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Mature cystic teratoma (dermoid cyst) is bilateral in approximately 10-15% of cases. None of the options match precisely, but classic teaching sometimes cites higher bilaterality; however, the closest reasonable answer... actually none fit well. Given options, 10-15% is closest to none; I'll reconsider - standard figure is ~10%, so B (2-3%) is too low and C (50%) too high. Abstaining is more appropriate.""
}",D,,0.6,"Mature cystic teratoma (dermoid cyst) is bilateral in approximately 10-15% of cases. None of the options match precisely, but classic teaching sometimes cites higher bilaterality; however, the closest reasonable answer... actually none fit well. Given options, 10-15% is closest to none; I'll reconsider - standard figure is ~10%, so B (2-3%) is too low and C (50%) too high. Abstaining is more appropriate."
109,6ba62d9fd71470ba07dd9c32f6c5c4c252c7c391ee9cc1ed9b515f1cd910d734,"48)	A 6-year-old girl presents with a 1-year history of periumbilical, nonradiating abdominal pain. The pain occurs at least three times per week and lasts up to 30 minutes. There is no history of heartburn, constipation, or diarrhea. Physical examination, complete blood count, erythrocyte sedimentation rate, and urinalysis yield normal results. A Helicobacter pylori serology (immunoglobulin G antibody) is positive. Of the following, a TRUE statement regarding this patient is that",the H pylori antibody test is more sensitive in younger children than older children,the H pylori antibody test is more sensitive in younger children than older children,he positive serology should be confirmed by another diagnostic test,the prevalence of H pylori increases with higher socioeconomic status,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""H. pylori serology has poor sensitivity/specificity in children and does not distinguish active from past infection, so a positive result should be confirmed with another test (stool antigen, urea breath test, or endoscopy with biopsy). Additionally, recurrent abdominal pain in children is not reliably associated with H. pylori, making confirmation essential.""
}",C,,0.9,"H. pylori serology has poor sensitivity/specificity in children and does not distinguish active from past infection, so a positive result should be confirmed with another test (stool antigen, urea breath test, or endoscopy with biopsy). Additionally, recurrent abdominal pain in children is not reliably associated with H. pylori, making confirmation essential."
110,b8d7b63fb58e97c9ec7204bd4e8e4f96baefe510df6d8c819fed58e5ba9b1136,"A 40-year-old man underwent a second kidney transplant, some 8 years after his first, but unfortunately the donor kidney never functioned. A biopsy revealed pathological features consistent with acute rejection associated with anti HLA antibodies.
Which type of Immunoglobulin is expected to account for this process?",IgD,IgA,IgG,IgM,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Antibody-mediated rejection in a sensitized patient (prior transplant) is typically due to preformed anti-HLA IgG antibodies from memory B cell responses.""
}",C,,0.9,Antibody-mediated rejection in a sensitized patient (prior transplant) is typically due to preformed anti-HLA IgG antibodies from memory B cell responses.
111,6b43817d3127594a87e96537dbd96a202f08c04620a8f68ab0e534b6d50bcc26,"A patient has recently undergone parotidectomy for a pleomorphic adenoma. At his postoperative follow-up appointment, he tells you that he is experiencing flushing and sweating at the area surrounding the surgical site when he eats. This is the result of disordered innervation of the sweat glands by: ",Branches of the spinal accessory nerve (CN XI).,Branches of the trigeminal nerve (CN V).,The cutaneous nerves of the cervical plexus,Branches of the Vagus nerve ( CN X),"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.6,
  ""rationale"": ""Frey syndrome results from aberrant reinnervation where postganglionic parasympathetic fibers (from the auriculotemporal nerve, a branch of CN V3) regrow to innervate sweat glands supplied by the auriculotemporal nerve and great auricular nerve (from the cervical plexus). Since the trigeminal option refers to parasympathetic fibers and the sweat glands themselves are sympathetically innervated via cutaneous nerves including the great auricular nerve from the cervical plexus, option C best fits the disordered sweat gland innervation.""
}",C,null,0.6,"Frey syndrome results from aberrant reinnervation where postganglionic parasympathetic fibers (from the auriculotemporal nerve, a branch of CN V3) regrow to innervate sweat glands supplied by the auriculotemporal nerve and great auricular nerve (from the cervical plexus). Since the trigeminal option refers to parasympathetic fibers and the sweat glands themselves are sympathetically innervated via cutaneous nerves including the great auricular nerve from the cervical plexus, option C best fits the disordered sweat gland innervation."
112,f7164af1af49f0f2e58184b8f408a27060c68cfbaac5b40fcb5acfa48d34836f,"A 64-year-old man presented with abdominal pain, vomiting, and abdominal distention. Bowel sounds are increased on auscultation, and a plain film shows marked distention of loops of bowel with a remarkably unremarkable pattern. The most likely diagnosis is which of the following?",c.	Jejunal obstruction,a.	Sigmoid volvulus,e.	Pyloric obstruction,b.	Caecal volvulus,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.7,
  ""rationale"": ""Sigmoid volvulus classically presents in older adults with abdominal pain, distention, and vomiting, showing massively dilated bowel loops on plain film (the 'coffee bean' or inverted-U sign arising from the pelvis). Cecal volvulus typically occurs in younger patients and shows a dilated loop in the left upper quadrant, while jejunal and pyloric obstructions would show different, more specific patterns.""
}",B,null,0.7,"Sigmoid volvulus classically presents in older adults with abdominal pain, distention, and vomiting, showing massively dilated bowel loops on plain film (the 'coffee bean' or inverted-U sign arising from the pelvis). Cecal volvulus typically occurs in younger patients and shows a dilated loop in the left upper quadrant, while jejunal and pyloric obstructions would show different, more specific patterns."
113,8b1d4cc6abce21860fe3688b8b3b12606c0e7b79ff74583ea03bcccb363078d6,"33)	The laboratory informs you that a newborn infant, now 8 days old, has an elevated thyroid stimulating hormone (TSH) nand low thyroxin (T 4) on his newborn screen. If this condition is left untreated, the infant is likely to demonstrate which of the following in the first few months of life?",Hyperreflexia,Hyperirritability,Diarrhea,Prolonged jaundice,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""Congenital hypothyroidism classically presents with prolonged neonatal jaundice, along with hypotonia, constipation, lethargy, and poor feeding—opposite of the other listed options.""
}",D,null,0.95,"Congenital hypothyroidism classically presents with prolonged neonatal jaundice, along with hypotonia, constipation, lethargy, and poor feeding—opposite of the other listed options."
114,3ea38924ec102fec7287f8dfba745561c7cdb479c41321d2930b9e98ed9a5065,"38)	You just evaluated a 4-year-old incompletely immunized boy who has classic varicella lesions and a history that is consistent with this diagnosis. Of the following, the MOST accurate statement is that",lesions of both varicella and smallpox follow a 7- to 10-day course from eruption to resolution,varicella lesions are concentrated on the face; smallpox lesions are concentrated over bony prominences,"lesions of both varicella and smallpox frequently produce deep, pitted scars",varicella lesions are transient vesicles; smallpox lesions are persistent pustules until resolution of the illness,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Varicella presents with crops of lesions in different stages that are transient thin-walled vesicles, whereas smallpox lesions are deep, firm, persistent pustules that all progress synchronously and remain until resolution. Smallpox (not varicella) characteristically leaves deep pitted scars and is concentrated on the face/extremities.""
}",D,,0.9,"Varicella presents with crops of lesions in different stages that are transient thin-walled vesicles, whereas smallpox lesions are deep, firm, persistent pustules that all progress synchronously and remain until resolution. Smallpox (not varicella) characteristically leaves deep pitted scars and is concentrated on the face/extremities."
115,4e2223e8f0fca9359186ae552a28226d27cdba624e8a9ebf2b05a399479a52c9,"10)	A 4-year-old boy, is noted to have intermittent watery diarrhea, nausea, belching, and abdominal pain. His weight is less than the fifth percentile for his age. Which of the following studies would be most helpful in making the diagnosis?",CBC and differential,. Abdominal ultrasound,Liver function studies,ESR,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.5,
  ""rationale"": ""The clinical picture (watery diarrhea, belching, abdominal pain, failure to thrive) suggests giardiasis. A CBC with differential may reveal eosinophilia and is the most useful among the listed options, though stool ova/parasite exam would be the true test of choice.""
}",A,null,0.5,"The clinical picture (watery diarrhea, belching, abdominal pain, failure to thrive) suggests giardiasis. A CBC with differential may reveal eosinophilia and is the most useful among the listed options, though stool ova/parasite exam would be the true test of choice."
116,ece5aa9de23e19ff7eec7e5a55b262c6f81d985cf0e5b588b6e64def264b831f,Mr. Essien has had two different antipsychotics at the highest tolerable dose for 6 weeks without a change in his condition. His doctors suspect treatment resistance Schizophrenia. Which of the following should you prescribe?,Clozapine,Amisulpride,Quetiapine,Risperidone,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Clozapine is the evidence-based treatment for treatment-resistant schizophrenia after failure of two adequate trials of different antipsychotics.""
}",A,,0.98,Clozapine is the evidence-based treatment for treatment-resistant schizophrenia after failure of two adequate trials of different antipsychotics.
117,420b7004ec75e2d3e1625ad356657fe168f6a7a39b0f8cf65a6fddef47ccb190,A 30-year-old woman presents to the labour ward with uterine contractions at 37 weeks gestation. Her BP is 150/100 and quantitative analysis of urine shows 2 plusses of protein. Her bloods test results are otherwise normal. Which one of the statements below is false with regard to her management?,Oxytocin can be used for labour augmentation in cases of poor progress of labour,Intravenous access during labour and delivery,Start oral antihypertensive medication to stabilize BP,Hourly monitoring of BP,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""In severe preeclampsia/hypertension in labour, BP should be monitored more frequently than hourly (typically every 15 minutes). The other statements (IV access, oxytocin augmentation, antihypertensive therapy) are appropriate, making hourly BP monitoring the false statement.""
}",D,,0.6,"In severe preeclampsia/hypertension in labour, BP should be monitored more frequently than hourly (typically every 15 minutes). The other statements (IV access, oxytocin augmentation, antihypertensive therapy) are appropriate, making hourly BP monitoring the false statement."
