row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
31,2b1dd55a9aa2bc8cefb4adab74c8ec2149f6488578609a6d3eb1e5fe32b48b35,"An 11 year old child presented with sudden onset inward deviation of Right Eye, following a febrile illness treated with some injections at a private hospital. He has been complaining of neck pain and staggers when walking. What is the most likely diagnosis?",3rd Cranial Nerve palsy,Childhood Esotropia,Pseudotumor of the orbit,Retinoblastoma,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The child's symptoms of sudden onset inward deviation of the right eye, neck pain, and staggering gait following a febrile illness suggest a neurological issue. 3rd Cranial Nerve palsy can cause inward deviation (esotropia) and is associated with other neurological symptoms.""
}",A,,0.8,"The child's symptoms of sudden onset inward deviation of the right eye, neck pain, and staggering gait following a febrile illness suggest a neurological issue. 3rd Cranial Nerve palsy can cause inward deviation (esotropia) and is associated with other neurological symptoms."
32,657308b4ee3102542e5a5d67eb076bd454031da08c363f4306e7751b99087a98,"A 67-year-old man presents to the outpatient clinic with a CT angiogram, which shows occlusion of the distal aorta and proximal common iliac arteries. Which of the following symptoms is this patient LEAST likely to experience as a result of this finding?",. Constipation,Buttock claudication,Erectile dysfunction,Thigh claudication,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The occlusion described is consistent with Leriche syndrome, which typically presents with claudication, erectile dysfunction, and decreased pulses. Constipation is not a typical symptom of this condition.""
}",A,,0.9,"The occlusion described is consistent with Leriche syndrome, which typically presents with claudication, erectile dysfunction, and decreased pulses. Constipation is not a typical symptom of this condition."
33,a123cba69d82a3b58c46fa49f607a0f97a70ec2fc901161324d293a52c3ab56c,"A 29-year-old woman presents to the emergency department by ambulance with a history of a severe headache for 3 days and focal seizures. Two months prior to this, she presented to her GP with menorrhagia of 10 months' duration. She was offered LNG-IUS but she declined. She was prescribed tranexamic acid to be taken during her periods. Her medications box reveals that she has taken tranexamic acid for the whole previous month. There is no history of any viral illness recently. 
What is the likely diagnosis in her case?",Subarachnoid haemorrhage,Intracerebral haemorrhage,Cerebral sinus thrombosis,Drug-induced psychosis,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's history of menorrhagia and prolonged use of tranexamic acid, an antifibrinolytic agent, increases the risk of thrombosis. The presentation with severe headache and focal seizures is consistent with cerebral sinus thrombosis, a known risk associated with hypercoagulable states.""
}",C,,0.9,"The patient's history of menorrhagia and prolonged use of tranexamic acid, an antifibrinolytic agent, increases the risk of thrombosis. The presentation with severe headache and focal seizures is consistent with cerebral sinus thrombosis, a known risk associated with hypercoagulable states."
34,fecab0fb0a103bfbe1ab689983a15a5b359c545c88b21d25809f2354abe4d6ce,"You are called to a cardiac arrest in the Emergency Department where a patient who is known to the dialysis unit has been brought by ambulance. On reviewing her drugs, you note that she is taking a statin, three antihypertensive agents, aspirin and has been receiving
erythropoietin injections. Unfortunately, resuscitation is unsuccessful.
Which of the following is the commonest cause of death in renal dialysis patients?





",Gastrointestinal hemorrhage,Occult malignancy,Pulmonary embolus,Cardiovascular disease,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Cardiovascular disease is a major complication in patients with chronic kidney disease and those on dialysis, due to factors like hypertension, fluid overload, and vascular calcification.""
}",D,,0.9,"Cardiovascular disease is a major complication in patients with chronic kidney disease and those on dialysis, due to factors like hypertension, fluid overload, and vascular calcification."
35,7f00f7e6029e323cbe842b3b2d25593908332580846dc8c8d1c23da50cdbcf88,"A 53-year-old diabetic who weighs 65 kg sustained an open injury on his leg when a log of wood fell on his left leg. He was managing the wound at home with local remedies. Over the subsequent week he noticed that the left leg had become warm reddened and very painful to touch. He also observed a yellowish purulent discharge from the open wound. He was rushed to the hospitals where he was found to confused and weak. His temperature on examination was 38.7 o C. His pulse and respiratory rates were 106 and 28 respectively. The BP was 74/46 mmHg which did not improve after 2 L of normal saline was administered by the medical officer on duty. A full blood count revealed a WBC of 18 x 109/L . The RBS on arrival at the emergency was 28 mmol/L . 
Use the above information to answer questions 7 to 10

7. From the above scenario, what is the most appropriate diagnosis for the patient",d.Gas gangrene,b.Septicaemia,Bacteraemia,a.Sepsis,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient presents with signs of systemic infection (fever, tachycardia, tachypnea, confusion, and elevated WBC) and organ dysfunction (hypotension not responsive to fluid resuscitation), meeting the criteria for sepsis.""
}",D,,0.9,"The patient presents with signs of systemic infection (fever, tachycardia, tachypnea, confusion, and elevated WBC) and organ dysfunction (hypotension not responsive to fluid resuscitation), meeting the criteria for sepsis."
36,78b9bee770698aabe054fcec1080a938b25f761efebb6c6fdcbb7b2b12bbe82d,"A 19-year-old man is brought to the physician by his parents after he called them from college, terrified that the Mafia was after him. He reports that he has eaten nothing for the past six months other than canned beans because “they are into everything—I can’t be too careful.” He is convinced that the Mafia has put cameras in his dormitory room and that they are watching his every move. He occasionally hears the voices of two men talking about him when no one is around. His roommate states that for the past 7 months the patient has been increasingly withdrawn and suspicious. Which of the following is the most likely diagnosis?",Delusional disorder,Schizoaffective disorder,Schizophreniform disorder,cannabis  intoxication,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, including delusions, hallucinations, and social withdrawal for 7 months, meet the criteria for schizophreniform disorder, which is characterized by a duration of symptoms between 1 and 6 months.""
}",C,,0.9,"The patient's symptoms, including delusions, hallucinations, and social withdrawal for 7 months, meet the criteria for schizophreniform disorder, which is characterized by a duration of symptoms between 1 and 6 months."
37,8678c6eb7b278bbe792b7b8325861f168725acb8ad992861132c1b74c7e71861,59. A university female student started lactating even though she is not pregnant. She also noticed worsening of her vision and intermittent episodes of headache and nausea. She reported to the hospital where a Head CT scan was done which revealed a tumour in the brain. Where is the tumour likely situated,The hypothalamus,b.The pituitary,c.The medulla,d.The cerebrum,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The symptoms of lactation, vision worsening, headache, and nausea, along with a brain tumour, are indicative of a pituitary adenoma, likely a prolactinoma causing hyperprolactinemia. The pituitary gland's location near the optic chiasm explains the vision problems.""
}",B,,0.9,"The symptoms of lactation, vision worsening, headache, and nausea, along with a brain tumour, are indicative of a pituitary adenoma, likely a prolactinoma causing hyperprolactinemia. The pituitary gland's location near the optic chiasm explains the vision problems."
38,4ddd0890350233d61362a84320a29698a2039b7ce86245bd2d4efb25a27f8f98,"A 16-year form 2 student at Starehe Boy Centre, from Lokichogio, is admitted at Kiambu Hospital with abdominal distention with cystic liver mass with septations. Intraoperatively, a cystic mass with daughter cysts was identified. Partial cystectomy done. What is the most appropriate postoperative management of this condition?",Metronidazole for 10days,Praziquantel for 5 days,Albendazole for 28 days,Mebendazole for 28 days,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation and intraoperative findings are suggestive of a hydatid cyst, which is caused by Echinococcus granulosus. Albendazole is the recommended antiparasitic treatment for hydatid disease, typically given for 28 days postoperatively to prevent recurrence.""
}",C,,0.9,"The clinical presentation and intraoperative findings are suggestive of a hydatid cyst, which is caused by Echinococcus granulosus. Albendazole is the recommended antiparasitic treatment for hydatid disease, typically given for 28 days postoperatively to prevent recurrence."
39,f390699ee1fe6f8fa1133c786629bc38b1638e9b71c93ba24b2447bb6b2f499e,A 50-year-old presents with rapidly progressive change in mental status over 3 months. Numerous myoclonic jerks accompany the dementia; the EEG shows repetitive high-voltage polyphasic discharges. What is the likely diagnosis?,Multi-infarct dementia,Vitamin B12 deficiency,Dementia with Lewy bodies,Creutzfeldt-Jakob disease,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's rapidly progressive dementia, myoclonic jerks, and characteristic EEG findings are classic for Creutzfeldt-Jakob disease, a prion disease causing spongiform encephalopathy.""
}",D,,0.9,"The patient's rapidly progressive dementia, myoclonic jerks, and characteristic EEG findings are classic for Creutzfeldt-Jakob disease, a prion disease causing spongiform encephalopathy."
40,c56d10ff7481e8fd1c2300ced9d905e658388ae102639b67018a38ebbd89e5a5,"A 43-year-old, lecturer has come to you with complaints of heavy but regular menstrual bleeding with flooding and clots. There is no anatomical reason for heavy flow. The most effective remedy for reducing her menstrual flow is:",Tranexemic acid.,Dilatation and Curettage.,Depomedroxy progesterone acetate.,Misoprostol.,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Tranexamic acid is an antifibrinolytic agent that is effective in reducing menstrual blood loss in women with heavy menstrual bleeding without an anatomical cause.""
}",A,,0.9,Tranexamic acid is an antifibrinolytic agent that is effective in reducing menstrual blood loss in women with heavy menstrual bleeding without an anatomical cause.
